mode, phrase, top_cut, decay, title, link, score
mean_pooling, comfy mountain shoes, 10, 1, Mens Oakridge Waterproof Shoe, https://www.cotswoldoutdoor.com/p/keen-mens-oakridge-waterproof-shoe-B1212215.html, 69.59124101640562, "Very comfortable shoe"
mean_pooling, comfy mountain shoes, 10, 1, Mens Vortex GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-mens-vortex-gtx-shoe-B1222300.html, 64.04274001606271, "comfy shoes"
mean_pooling, comfy mountain shoes, 10, 1, Spirit VCR Climbing Shoe, https://www.cotswoldoutdoor.com/p/red-chili-spirit-vcr-climbing-shoe-F1112170.html, 64.01321357613637, "Great shoes"
mean_pooling, comfy mountain shoes, 10, 1, Womens Merino Hiker Sock, https://www.cotswoldoutdoor.com/p/bridgedale-womens-merino-hiker-sock-B6114101.html, 63.578338063135114, "Great socks very comfy"
mean_pooling, comfy mountain shoes, 10, 1, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 63.517081014057496, "Wet comfy"
mean_pooling, comfy mountain shoes, 10, 1, Womens Durban GTX Shoe, https://www.cotswoldoutdoor.com/p/meindl-womens-durban-gtx-shoe-B2212159.html, 62.2450885401346, "Comfortable shoes"
mean_pooling, comfy mountain shoes, 10, 1, Womens Cyrus GTX Shoe, https://www.cotswoldoutdoor.com/p/scarpa-womens-cyrus-gtx-shoe-B2222319.html, 61.57749380527163, "Sturdy comfortable shoes"
mean_pooling, comfy mountain shoes, 10, 1, Crush Lace Climbing Shoe, https://www.cotswoldoutdoor.com/p/climb-x-crush-lace-climbing-shoe-F1112187.html, 60.65675806393502, "Good comfortable beginners shoe"
mean_pooling, comfy mountain shoes, 10, 1, Womens Green Lake Zip Off Trousers, https://www.cotswoldoutdoor.com/p/the-north-face-womens-green-lake-zip-off-trousers-A4B24051.html, 60.18367962978844, "Nice sift material comfy"
mean_pooling, large tent, 10, 1, Single Flock Airbed, https://www.cotswoldoutdoor.com/p/blue-mountain-single-flock-airbed-D2434033.html, 56.106130255847106, "price"
mean_pooling, large tent, 10, 1, Soul 200 Tent, https://www.cotswoldoutdoor.com/p/vango-soul-200-tent-D1312357.html, 55.58828412065696, "Small and cheap tent."
mean_pooling, large tent, 10, 1, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 54.639580974455846, "Good seal"
mean_pooling, large tent, 10, 1, Observer Chair, https://www.cotswoldoutdoor.com/p/robens-observer-chair-D3112121.html, 53.91688112666065, "Light, packs small"
mean_pooling, large tent, 10, 1, Groundhog Tent Stakes (Pack of 6), https://www.cotswoldoutdoor.com/p/msr-groundhog-tent-stakes-pack-of-6-D1862108.html, 53.02825578781921, "Great item"
mean_pooling, large tent, 10, 1, Beta 350XL Tent, https://www.cotswoldoutdoor.com/p/vango-beta-350xl-tent-D1412217.html, 52.36918016714414, "Large porch"
mean_pooling, large tent, 10, 1, Canvas Brass Belt, https://www.cotswoldoutdoor.com/p/fjallraven-canvas-brass-belt-A3524065.html, 52.28846821471951, "Great, sturdy belt."
mean_pooling, large tent, 10, 1, Vango Folding Stove, https://www.cotswoldoutdoor.com/p/vango-vango-folding-stove-D3212143.html, 51.7606655977562, "Small storage and weight plus great burner"
mean_pooling, large tent, 10, 1, Green Footbed, https://www.cotswoldoutdoor.com/p/superfeet-green-footbed-B9224012.html, 51.663845266857734, "Good fit"
mean_pooling, large tent, 10, 1, Knife and Spork Set, https://www.cotswoldoutdoor.com/p/sea-to-summit-knife-and-spork-set-D3422033.html, 51.150078878978285, "Very light"
mean_pooling, walking poles, 10, 1, Green Footbed, https://www.cotswoldoutdoor.com/p/superfeet-green-footbed-B9224012.html, 67.93865780459711, "great feet support"
mean_pooling, walking poles, 10, 1, Observer Chair, https://www.cotswoldoutdoor.com/p/robens-observer-chair-D3112121.html, 59.817511243504526, "Portability"
mean_pooling, walking poles, 10, 1, Blue Footbed, https://www.cotswoldoutdoor.com/p/superfeet-blue-footbed-B9224008.html, 58.68692157023469, "Comfortable"
mean_pooling, walking poles, 10, 1, Footwear Repel, https://www.cotswoldoutdoor.com/p/grangers-footwear-repel-E9724084.html, 56.817083787341055, "No good points"
mean_pooling, walking poles, 10, 1, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 56.6946559554893, "Support"
mean_pooling, walking poles, 10, 1, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 55.46741122910141, "Good tight fit"
mean_pooling, walking poles, 10, 1, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 55.245686997578815, "Good sun block"
mean_pooling, walking poles, 10, 1, Knife and Spork Set, https://www.cotswoldoutdoor.com/p/sea-to-summit-knife-and-spork-set-D3422033.html, 54.52739976834274, "Light to carry"
mean_pooling, walking poles, 10, 1, Boot Bag, https://www.cotswoldoutdoor.com/p/cotswold-outdoor-boot-bag-B9244028.html, 54.225309007149555, "Simple design"
mean_pooling, walking poles, 10, 1, Canvas Brass Belt, https://www.cotswoldoutdoor.com/p/fjallraven-canvas-brass-belt-A3524065.html, 53.76934486493552, "Comfortable"
mean_pooling, zapatos confortables, 10, 1, Navigator Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-navigator-sunglasses-E5114333.html, 47.80444191674596, "Good comfortable glasses"
mean_pooling, zapatos confortables, 10, 1, Mens Kiwi Pro Stretch Trousers, https://www.cotswoldoutdoor.com/p/craghoppers-mens-kiwi-pro-stretch-trousers-A1B12906.html, 45.400383639292606, "Lightweight and comfortable"
mean_pooling, zapatos confortables, 10, 1, Mens NosiLife Cargo Trousers, https://www.cotswoldoutdoor.com/p/craghoppers-mens-nosilife-cargo-trousers-A1B13202.html, 45.31361022526477, "Lightweight and very comfortable"
mean_pooling, zapatos confortables, 10, 1, Hornet Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-hornet-sunglasses-E5114312.html, 45.259936423513686, "Comfortable"
mean_pooling, zapatos confortables, 10, 1, Mens Classic Kiwi Trousers, https://www.cotswoldoutdoor.com/p/craghoppers-mens-classic-kiwi-trousers-A1B12278.html, 44.93193501614002, "Comfortable relaxed fit"
mean_pooling, zapatos confortables, 10, 1, Daytona Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-daytona-sunglasses-E5114331.html, 44.67486574342171, "Lightweight and comfortable"
mean_pooling, zapatos confortables, 10, 1, Womens Merino Hiker Sock, https://www.cotswoldoutdoor.com/p/bridgedale-womens-merino-hiker-sock-B6114101.html, 43.88258862997615, "Comfortable socks"
mean_pooling, zapatos confortables, 10, 1, Womens Paclite Pants, https://www.cotswoldoutdoor.com/p/berghaus-womens-paclite-pants-A4A14016.html, 43.874907697667936, "Lightweight and comfortable"
mean_pooling, zapatos confortables, 10, 1, Delta Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-delta-sunglasses-E5114391.html, 43.873815704069024, "Comfortable and light weight"
mean_pooling, zapatos confortables, 10, 1, Mens Ibex Pants, https://www.cotswoldoutdoor.com/p/mountain-equipment-mens-ibex-pants-A1B12775.html, 43.71382063104126, "Good quality pants"
max_pooling_total, warm jacket, 10, 1, Green Footbed, https://www.cotswoldoutdoor.com/p/superfeet-green-footbed-B9224012.html, 40.60961496551149, "Good fit"
max_pooling_total, warm jacket, 10, 1, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 39.095043041887976, "Good seal"
max_pooling_total, warm jacket, 10, 1, Blue Footbed, https://www.cotswoldoutdoor.com/p/superfeet-blue-footbed-B9224008.html, 36.82411304933548, "Comfort"
max_pooling_total, warm jacket, 10, 1, Mens Rupal Jacket, https://www.cotswoldoutdoor.com/p/mountain-equipment-mens-rupal-jacket-A1114304.html, 35.13420611705544, "Excellent jacket"
max_pooling_total, warm jacket, 10, 1, Mens Quest Pull-On, https://www.cotswoldoutdoor.com/p/rab-mens-quest-pull-on-A1734012.html, 33.09545323900825, "Good fit"
max_pooling_total, warm jacket, 10, 1, Mens Mountain Line Tee, https://www.cotswoldoutdoor.com/p/the-north-face-mens-mountain-line-tee-A1813227.html, 32.24638477768926, "Light weight"
max_pooling_total, warm jacket, 10, 1, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 32.169842805121554, "Support"
max_pooling_total, warm jacket, 10, 1, Ellipse Mug, https://www.cotswoldoutdoor.com/p/lifeventure-ellipse-mug-D3432086.html, 32.09174261531226, "Really light"
max_pooling_total, warm jacket, 10, 1, Boot Bag, https://www.cotswoldoutdoor.com/p/cotswold-outdoor-boot-bag-B9244028.html, 31.94247465373885, "Good size"
max_pooling_total, warm jacket, 10, 1, Observer Chair, https://www.cotswoldoutdoor.com/p/robens-observer-chair-D3112121.html, 31.725916974317386, "Portability"
max_pooling_total, comfy mountain shoes, 10, 1, Blue Footbed, https://www.cotswoldoutdoor.com/p/superfeet-blue-footbed-B9224008.html, 39.21788092505308, "very comfy"
max_pooling_total, comfy mountain shoes, 10, 1, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 39.0827015696598, "Wet comfy"
max_pooling_total, comfy mountain shoes, 10, 1, Mens Quest Pull-On, https://www.cotswoldoutdoor.com/p/rab-mens-quest-pull-on-A1734012.html, 38.402564810091626, "Comfoř and style"
max_pooling_total, comfy mountain shoes, 10, 1, Expedition 4 Compass, https://www.cotswoldoutdoor.com/p/silva-expedition-4-compass-E9224115.html, 37.750525701004584, "Ticks all the boxes"
max_pooling_total, comfy mountain shoes, 10, 1, Mens Oakridge Waterproof Shoe, https://www.cotswoldoutdoor.com/p/keen-mens-oakridge-waterproof-shoe-B1212215.html, 37.75013291867265, "Very comfortable shoe"
max_pooling_total, comfy mountain shoes, 10, 1, Crush Lace Climbing Shoe, https://www.cotswoldoutdoor.com/p/climb-x-crush-lace-climbing-shoe-F1112187.html, 37.53620311416621, "Suits wide feet"
max_pooling_total, comfy mountain shoes, 10, 1, Sevilla Chair, https://www.cotswoldoutdoor.com/p/outwell-sevilla-chair-D3112101.html, 37.286496310133444, "Stores well"
max_pooling_total, comfy mountain shoes, 10, 1, Zip Cooking System, https://www.cotswoldoutdoor.com/p/jetboil-zip-cooking-system-D3212120.html, 36.78736247526348, "quick"
max_pooling_total, comfy mountain shoes, 10, 1, Classic Compass, https://www.cotswoldoutdoor.com/p/silva-classic-compass-E9224025.html, 36.615156221811176, "Small and light"
max_pooling_total, comfy mountain shoes, 10, 1, Green Footbed, https://www.cotswoldoutdoor.com/p/superfeet-green-footbed-B9224012.html, 36.5427658315513, "Fits perfectly"
max_pooling_total, large tent, 10, 1, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 34.839163244191035, "Good seal"
max_pooling_total, large tent, 10, 1, Observer Chair, https://www.cotswoldoutdoor.com/p/robens-observer-chair-D3112121.html, 33.18825370201214, "Lightness"
max_pooling_total, large tent, 10, 1, Green Footbed, https://www.cotswoldoutdoor.com/p/superfeet-green-footbed-B9224012.html, 33.164540250796335, "Good fit"
max_pooling_total, large tent, 10, 1, Boot Bag, https://www.cotswoldoutdoor.com/p/cotswold-outdoor-boot-bag-B9244028.html, 32.312582754139704, "Great size"
max_pooling_total, large tent, 10, 1, Soul 200 Tent, https://www.cotswoldoutdoor.com/p/vango-soul-200-tent-D1312357.html, 31.79576166468219, "Size"
max_pooling_total, large tent, 10, 1, Blue Footbed, https://www.cotswoldoutdoor.com/p/superfeet-blue-footbed-B9224008.html, 31.652105426974305, "Expensive but good"
max_pooling_total, large tent, 10, 1, Mini Filter, https://www.cotswoldoutdoor.com/p/sawyer-mini-filter-E7114045.html, 30.795113571158755, "Drinking water"
max_pooling_total, large tent, 10, 1, Canvas Brass Belt, https://www.cotswoldoutdoor.com/p/fjallraven-canvas-brass-belt-A3524065.html, 30.4473894752192, "all good"
max_pooling_total, large tent, 10, 1, Hispar Gaiter, https://www.cotswoldoutdoor.com/p/rab-hispar-gaiter-B9114026.html, 30.244004363916616, "Dry"
max_pooling_total, large tent, 10, 1, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 29.95268138036581, "Support"
max_pooling_total, walking poles, 10, 1, Green Footbed, https://www.cotswoldoutdoor.com/p/superfeet-green-footbed-B9224012.html, 35.83979016195643, "Good fit"
max_pooling_total, walking poles, 10, 1, Observer Chair, https://www.cotswoldoutdoor.com/p/robens-observer-chair-D3112121.html, 34.74490572531596, "Portability"
max_pooling_total, walking poles, 10, 1, Thermal Mug, https://www.cotswoldoutdoor.com/p/lifeventure-thermal-mug-D3432028.html, 32.409799095151016, "Good seal"
max_pooling_total, walking poles, 10, 1, Mini Filter, https://www.cotswoldoutdoor.com/p/sawyer-mini-filter-E7114045.html, 32.087320158322214, "Drinking water"
max_pooling_total, walking poles, 10, 1, Blue Footbed, https://www.cotswoldoutdoor.com/p/superfeet-blue-footbed-B9224008.html, 31.84461035166792, "Comfort"
max_pooling_total, walking poles, 10, 1, Boot Bag, https://www.cotswoldoutdoor.com/p/cotswold-outdoor-boot-bag-B9244028.html, 31.24296127924547, "Simple design"
max_pooling_total, walking poles, 10, 1, Black Footbed, https://www.cotswoldoutdoor.com/p/superfeet-black-footbed-B9224043.html, 29.471212559418372, "Support"
max_pooling_total, walking poles, 10, 1, Mens Quest Pull-On, https://www.cotswoldoutdoor.com/p/rab-mens-quest-pull-on-A1734012.html, 28.682313154894807, "Good fit"
max_pooling_total, walking poles, 10, 1, Mens Mountain Line Tee, https://www.cotswoldoutdoor.com/p/the-north-face-mens-mountain-line-tee-A1813227.html, 28.596980856721725, "Light weight"
max_pooling_total, walking poles, 10, 1, Hispar Gaiter, https://www.cotswoldoutdoor.com/p/rab-hispar-gaiter-B9114026.html, 27.66551911354719, "Dry"
max_pooling_total, zapatos confortables, 10, 1, Sevilla Chair, https://www.cotswoldoutdoor.com/p/outwell-sevilla-chair-D3112101.html, 32.04853245750626, "compact & comfortable"
max_pooling_total, zapatos confortables, 10, 1, Delta Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-delta-sunglasses-E5114391.html, 31.58747154039426, "Hard wearing, comfortable"
max_pooling_total, zapatos confortables, 10, 1, Hispar Gaiter, https://www.cotswoldoutdoor.com/p/rab-hispar-gaiter-B9114026.html, 30.806772930258198, "Reasonably lightweight"
max_pooling_total, zapatos confortables, 10, 1, Hornet Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-hornet-sunglasses-E5114312.html, 30.794719069088973, "Comfortable"
max_pooling_total, zapatos confortables, 10, 1, Coast Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-coast-sunglasses-E5114456.html, 30.390292458002783, "Light and comfortable"
max_pooling_total, zapatos confortables, 10, 1, Mens Oasis Hat, https://www.cotswoldoutdoor.com/p/white-rock-mens-oasis-hat-A3412028.html, 30.386803651240953, "Light comfortable and cool"
max_pooling_total, zapatos confortables, 10, 1, Transpiration Footbed, https://www.cotswoldoutdoor.com/p/scarpa-transpiration-footbed-B9224022.html, 30.19863272387754, "Comfortable"
max_pooling_total, zapatos confortables, 10, 1, Zip Cooking System, https://www.cotswoldoutdoor.com/p/jetboil-zip-cooking-system-D3212120.html, 30.16804293764308, "quick"
max_pooling_total, zapatos confortables, 10, 1, Navigator Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-navigator-sunglasses-E5114333.html, 30.13936573312312, "Good comfortable glasses"
max_pooling_total, zapatos confortables, 10, 1, Mens Traverse Trousers, https://www.cotswoldoutdoor.com/p/craghoppers-mens-traverse-trousers-A1B13758.html, 30.072963554853402, "Zip pockets"
max_pooling_single, warm jacket, 10, 1, Men's Paradiso Jacket, https://www.cotswoldoutdoor.com/p/the-north-face-men-s-paradiso-jacket-A1114165.html, 103.615059010534, "Good sturdy tidy jacket"
max_pooling_single, warm jacket, 10, 1, Men's Vapour-rise Alpine Jacket, https://www.cotswoldoutdoor.com/p/rab-men-s-vapour-rise-alpine-jacket-A1512937.html, 102.61421548881971, "nice jacket"
max_pooling_single, warm jacket, 10, 1, Reactik Headtorch, https://www.cotswoldoutdoor.com/p/petzl-reactik-headtorch-E4114260.html, 99.04083292274937, "Good comfortable strap and lighting is excellent on full power. Option of battery pack as well as USB power"
max_pooling_single, warm jacket, 10, 1, Mens Nimble Hoodie, https://www.cotswoldoutdoor.com/p/the-north-face-mens-nimble-hoodie-A1512946.html, 96.95322589487976, "Good light jacket"
max_pooling_single, warm jacket, 10, 1, Green Footbed, https://www.cotswoldoutdoor.com/p/superfeet-green-footbed-B9224012.html, 93.18439590636501, "They made my sore foot more comfortable whilst hiking"
max_pooling_single, warm jacket, 10, 1, Mens Stratos Jacket, https://www.cotswoldoutdoor.com/p/the-north-face-mens-stratos-jacket-A1113511.html, 88.98040591080073, "Good looking jacket, ideal for showers."
max_pooling_single, warm jacket, 10, 1, Blue Footbed, https://www.cotswoldoutdoor.com/p/superfeet-blue-footbed-B9224008.html, 86.63195290399659, "just bloody comfort!"
max_pooling_single, warm jacket, 10, 1, Womens Manaslu Jacket, https://www.cotswoldoutdoor.com/p/mountain-equipment-womens-manaslu-jacket-A4116182.html, 84.751157710702, "Great jacket"
max_pooling_single, warm jacket, 10, 1, Womens Glissade IA Jacket, https://www.cotswoldoutdoor.com/p/berghaus-womens-glissade-ia-jacket-A4114789.html, 83.96075067224635, "Good foldaway hood"
max_pooling_single, warm jacket, 10, 1, Iota Headtorch, https://www.cotswoldoutdoor.com/p/black-diamond-iota-headtorch-E4114279.html, 83.09283089811422, "Rechargeable, small but secure (great for trail running) and very bright!"
max_pooling_single, comfy mountain shoes, 10, 1, Yaktrax Hand Warmers, https://www.cotswoldoutdoor.com/p/yaktrax-yaktrax-hand-warmers-E7344046.html, 64.6585222542773, "they last for about 8 hours"
max_pooling_single, comfy mountain shoes, 10, 1, Spirit VCR Climbing Shoe, https://www.cotswoldoutdoor.com/p/red-chili-spirit-vcr-climbing-shoe-F1112170.html, 57.45607989172762, "These are superbly comfortable. Nice fit. Fits the exact shoe size rather than dropping it increasing a size. Fantastic heel for heel hooking. Nice design!"
max_pooling_single, comfy mountain shoes, 10, 1, Mens Power Stretch Pants, https://www.cotswoldoutdoor.com/p/rab-mens-power-stretch-pants-A1934101.html, 56.160717827986375, "Warm and comfy!"
max_pooling_single, comfy mountain shoes, 10, 1, Footwear Repel, https://www.cotswoldoutdoor.com/p/grangers-footwear-repel-E9724084.html, 54.59478217744207, "Does the job as expected"
max_pooling_single, comfy mountain shoes, 10, 1, Footwear Cleaning Gel, https://www.cotswoldoutdoor.com/p/nikwax-footwear-cleaning-gel-E9724030.html, 51.72007778569474, "Product cleans well"
max_pooling_single, comfy mountain shoes, 10, 1, Monta Rosa New Classic Crampon, https://www.cotswoldoutdoor.com/p/grivel-monta-rosa-new-classic-crampon-F1A32086.html, 49.439437282169585, "Easy to take on and off. Seem very strong but flexible. Not too heavy to carry. I've worn them twice in snow and ice and they work very well."
max_pooling_single, comfy mountain shoes, 10, 1, Aero Screwgate 5 Pack, https://www.cotswoldoutdoor.com/p/dmm-aero-screwgate-5-pack-F1522090.html, 49.082504236948026, "It's a screwgate and does the job."
max_pooling_single, comfy mountain shoes, 10, 1, Mens Exploration Convertible Pants, https://www.cotswoldoutdoor.com/p/the-north-face-mens-exploration-convertible-pants-A1B22109.html, 48.18156996805347, "Very comfortable"
max_pooling_single, comfy mountain shoes, 10, 1, Trangia Spirit Burner, https://www.cotswoldoutdoor.com/p/trangia-trangia-spirit-burner-D3252029.html, 47.639170115831305, "Very cheap easy to use economical to run"
max_pooling_single, comfy mountain shoes, 10, 1, Men Reaxion Amp Crew T-Shirt, https://www.cotswoldoutdoor.com/p/the-north-face-men-reaxion-amp-crew-t-shirt-A2114262.html, 47.24855155061297, "Simple tee but great for gym and outdoors. Bought in sale so v.good value"
max_pooling_single, large tent, 10, 1, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 67.74436153033095, "Nice fit"
max_pooling_single, large tent, 10, 1, Single Flock Airbed, https://www.cotswoldoutdoor.com/p/blue-mountain-single-flock-airbed-D2434033.html, 66.16663347368517, "Fantastic for friends staying over.  We already had the double bed version and when this came up in the sale we grabbed it!"
max_pooling_single, large tent, 10, 1, Green Footbed, https://www.cotswoldoutdoor.com/p/superfeet-green-footbed-B9224012.html, 59.560423909405124, "They made my sore foot more comfortable whilst hiking"
max_pooling_single, large tent, 10, 1, Down Wash 300ml, https://www.cotswoldoutdoor.com/p/nikwax-down-wash-300ml-E9714001.html, 59.04932114025078, "Small bottle"
max_pooling_single, large tent, 10, 1, Double Flock Airbed, https://www.cotswoldoutdoor.com/p/blue-mountain-double-flock-airbed-D2434034.html, 58.263962981721846, "Great value and had a great Kip"
max_pooling_single, large tent, 10, 1, Helix Ice Axe, https://www.cotswoldoutdoor.com/p/grivel-helix-ice-axe-F1A12132.html, 56.350557294984064, "Plastic head cover . Lightness . Colour"
max_pooling_single, large tent, 10, 1, Iota Headtorch, https://www.cotswoldoutdoor.com/p/black-diamond-iota-headtorch-E4114279.html, 55.832260871428204, "Rechargeable, small but secure (great for trail running) and very bright!"
max_pooling_single, large tent, 10, 1, T5 Cotton Duck Hat, https://www.cotswoldoutdoor.com/p/tilley-t5-cotton-duck-hat-A3412025.html, 55.749162895014486, "Wide brim"
max_pooling_single, large tent, 10, 1, OmniFuel Stove with Fuel Bottle, https://www.cotswoldoutdoor.com/p/primus-omnifuel-stove-with-fuel-bottle-D3222141.html, 55.59254161359525, "This model now has on board storage for the jets, comes also with a good heavy duty storage sack and is easier to adjust flame to a simmer than the previous model."
max_pooling_single, large tent, 10, 1, Transpiration Footbed, https://www.cotswoldoutdoor.com/p/scarpa-transpiration-footbed-B9224022.html, 55.47663775066093, "Very comfortable and rejuvenated a perfectly good shoe"
max_pooling_single, walking poles, 10, 1, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 80.92623913456255, "Nice fit"
max_pooling_single, walking poles, 10, 1, Green Footbed, https://www.cotswoldoutdoor.com/p/superfeet-green-footbed-B9224012.html, 69.00422793435928, "They made my sore foot more comfortable whilst hiking"
max_pooling_single, walking poles, 10, 1, Blue Footbed, https://www.cotswoldoutdoor.com/p/superfeet-blue-footbed-B9224008.html, 63.52306743572803, "just bloody comfort!"
max_pooling_single, walking poles, 10, 1, Mens Bhutan MFS Boot, https://www.cotswoldoutdoor.com/p/meindl-mens-bhutan-mfs-boot-B1122581.html, 62.99352227945238, "Comfortable boot"
max_pooling_single, walking poles, 10, 1, Zip Cooking System, https://www.cotswoldoutdoor.com/p/jetboil-zip-cooking-system-D3212120.html, 62.55910619292767, "Quick boiling"
max_pooling_single, walking poles, 10, 1, Helix Ice Axe, https://www.cotswoldoutdoor.com/p/grivel-helix-ice-axe-F1A12132.html, 61.8631323373915, "Plastic head cover . Lightness . Colour"
max_pooling_single, walking poles, 10, 1, Mens All Season Glove, https://www.cotswoldoutdoor.com/p/sealskinz-mens-all-season-glove-A3214700.html, 61.48731382573383, "Good size fingers"
max_pooling_single, walking poles, 10, 1, Reactik Headtorch, https://www.cotswoldoutdoor.com/p/petzl-reactik-headtorch-E4114260.html, 60.82493039736664, "Good comfortable strap and lighting is excellent on full power. Option of battery pack as well as USB power"
max_pooling_single, walking poles, 10, 1, Mens Oakridge Waterproof Shoe, https://www.cotswoldoutdoor.com/p/keen-mens-oakridge-waterproof-shoe-B1212215.html, 60.455101614311005, "wide fitting"
max_pooling_single, walking poles, 10, 1, Transpiration Footbed, https://www.cotswoldoutdoor.com/p/scarpa-transpiration-footbed-B9224022.html, 59.83911572339419, "Very comfortable and rejuvenated a perfectly good shoe"
max_pooling_single, zapatos confortables, 10, 1, Square Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-square-sunglasses-E5114335.html, 60.37572175385499, "Nice fit"
max_pooling_single, zapatos confortables, 10, 1, Delta Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-delta-sunglasses-E5114391.html, 56.7073299428081, "Extremely comfortable and light"
max_pooling_single, zapatos confortables, 10, 1, Bee Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-bee-sunglasses-E5114458.html, 56.57602671123869, "Stylish and reasonably priced. Incredibly comfortable to wear"
max_pooling_single, zapatos confortables, 10, 1, Womens Bhutan MFS Boot, https://www.cotswoldoutdoor.com/p/meindl-womens-bhutan-mfs-boot-B2122367.html, 53.07767312165292, "comfortable inners"
max_pooling_single, zapatos confortables, 10, 1, Mens Traverse Trousers, https://www.cotswoldoutdoor.com/p/craghoppers-mens-traverse-trousers-A1B13758.html, 53.050792904721106, "Zip pockets"
max_pooling_single, zapatos confortables, 10, 1, Mens Bhutan MFS Boot, https://www.cotswoldoutdoor.com/p/meindl-mens-bhutan-mfs-boot-B1122581.html, 52.95934578698299, "Good boots"
max_pooling_single, zapatos confortables, 10, 1, Mens Kiwi Zip-Off Trousers, https://www.cotswoldoutdoor.com/p/craghoppers-mens-kiwi-zip-off-trousers-A1B22004.html, 52.08972200527205, "Pleased"
max_pooling_single, zapatos confortables, 10, 1, Hornet Sunglasses, https://www.cotswoldoutdoor.com/p/bloc-hornet-sunglasses-E5114312.html, 51.76803256237533, "very comfortable"
max_pooling_single, zapatos confortables, 10, 1, Womens Green Lake Zip Off Trousers, https://www.cotswoldoutdoor.com/p/the-north-face-womens-green-lake-zip-off-trousers-A4B24051.html, 51.53660639602729, "Zip pockets"
